ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=df86d9b3c5f1ead7,5G R&D 소프트웨어 개발자,서울,,"Erlang, Java, Python Domain experience... 프로그래밍 언어: C, C++ (필수) / Erlang, Java, Python(우대) 기술 분야: 라디오 엑세스 네트워크, 5G NR, LTE..."
https://kr.indeed.com/viewjob?jk=485252a8f28fa0f8,데이터 사이언티스트 전문가,서울특별시,,"개발 경험 . 자연어처리/시계열 분석/머신러닝/데이터 마이닝 알고리즘 이론 및 실무 적용에 대한 깊은 이해 . Python Data & Analytics 라이브러리 경험 (NLTK, Spacy, Scikit-Learn..."
https://kr.indeed.com/viewjob?jk=0f1a42c235df87db,"Customer Engineer, Google Cloud Customers",서울,,"scripting/programming languages: Java, Go, Kotlin, C#, Python, Perl... Shell Scripting. Ability to rapidly prototype..."
https://kr.indeed.com/viewjob?jk=23872d520aa9ead5,데이터 엔지니어 전문가,서울특별시,,"EMR/Athena, Google Firebase/BigQuery 등) . Unix/Linux 환경 경험 . Python/SQL/NoSQL Scripting Language 사용 및 협업 경험 우대 사항 - 엔터프라이즈 데이..."
https://kr.indeed.com/viewjob?jk=41eda88d237f0abe,Application Engineer for MCU & Touch,대한민국,,"optionally additional language skills (e.g. C#, C++, Python..) Experienced in low level components of timer, counter, PWM..."
https://kr.indeed.com/viewjob?jk=75c17bc2904bba52,[TmaxOS/R&D] OS부문 개발자,성남 분당구,,CD 개발 운영 [주 사용 언어] - C/C++ - JavaScript/TypeScript - Java - Python 자격요건 - 4년제 대졸(학사) 이상 / 기졸업자 또는 22년 8월 졸업 예정자 - 컴퓨터 및 전산관련...
https://kr.indeed.com/viewjob?jk=ced15ce8e8c9c0b8,[진행중] 우리은행 AI사업부 전문직(인공지능[AI]모델링) 채용공고,서울 회현동,,"포함 디지털 서비스 기획 경험자 - 인공지능 알고리즘 설계/검증 및 성능 개선 업무 경력 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 은행, 카드, 보험 등 금융 분야 프로젝트 경험자 우대사항..."
https://kr.indeed.com/viewjob?jk=43835708050a81c8,[TmaxAI/R&D] AI & FinTech 부문 프론트엔드 개발자,성남 분당구,,"전산관련 전공 - 반응형 디자인, 웹 접근성, 웹 표준을 고려한 UI 개발 경험이 있는 분 - Node.js, Python, PHP와 같은 다양한 언어 및 프레임워크 경험이 있는 분 - 테스트 및 배포 자동화 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,서울 관악구,,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com/viewjob?jk=3cd339cf8959f44d,생명정보학 부문 박사졸 선임연구원 정규직 정규직,서울 서대문구,"연봉 50,000,000원 - 60,000,000원","- Python or R 활용가능 -Linux terminal 능숙 -생물학... 생명정보학, 생물정보학-외국어: 영어 회화가능,독해가능,작문가능- Python or R 활용가능- Linux terminal 능숙- 생물학 기초 수강..."
https://kr.indeed.com/viewjob?jk=e1f6164f1d03449a,주식회사 데이터스트림즈 기술연구소 Python/Java 개발자,성남 분당구,,데이터스트림즈 기술연구소 Python/Java 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 우대사항 Python/Java 개발 직군 경력직... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b9499f4d0a5a9c36,"Visual C++, Python 이용한 소프트웨어 개발 및 유지보수가 가능한 인재",용인 기흥구,"연봉 35,000,000원 - 40,000,000원","용부문 : - Visual C++, Python 을 이용한 소프트웨어 개발... 및 자격요건 담당업무 자격요건 인원 [담당업무]Visual C++, Python 을 이용한 소프트웨어 개발 및 유지보수가 가능한 인재 0명 - 계측장..."
https://kr.indeed.com/viewjob?jk=34d76713b5fc282d,CS LEAN D&A,대한민국,,"software using Python. (or other... platform expert VBA expert Extra point : Python expert, SAP, Spotfire, RPA skills..."
https://kr.indeed.com/viewjob?jk=557fe7d3af887a99,Cymer Software Engineer,대한민국,,"experience in C/C++/MFC, and C#/Java/Scripts(VB, Python, Java) programming in extra More than 1~2 years of development..."
https://kr.indeed.com/viewjob?jk=22ffe020e40de675,[포티투마루] 인공지능(AI) 개발자 전 부문,서울 서초구,,인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=8164d5e7100c5968,AI Frameworks Engineer Intern,서울,,Basic knowledge of deep learning technologies Programming with Python or Shell script Education Students who are currently...
https://kr.indeed.com/viewjob?jk=4079cf2e3dd272f6,인공지능 개발자 신입 피아스페이스,서울 서초구,"월급 3,000,000원","딥러닝)에 대한 기본적인 이해 - Python 및 numpy, openCV... 요경력 자격면허 병역 병역 특례 무관 외국어 능력 컴퓨터 활용 기타( Python, 딥러닝 프레임워크 (tensorflow, pytorch 등) 개발..."
https://kr.indeed.com/viewjob?jk=b9d4defa6e2b7739,"[TmaxMetaverse/R&D] 게임 엔진, 게임 서버, 메타버스 스튜디오 개발자",성남 분당구,,"유경험자 - 리액트 기반 개발 유경험자 [주 사용 언어] - C++, C# - Java Script - Python - Spring, React - HTML [지원 시 참고 사항] - 기술, 경험, 지식 등이 상세히 담긴..."
https://kr.indeed.com/viewjob?jk=70008a7fa046578c,빅데이터 플랫폼 데이터 엔지니어,서울 마곡역,,"험자 - S/W 관련 자격증 보유자 - AWS (Redshift, S3 등) 기반 시스템 구축 경험자 - Python, SAS 스킬 보유자 - DB영역 기술 전문성 보유자 - IT 전반에 대한 이해도와 경험 보유자 필수 지원..."
https://kr.indeed.com/viewjob?jk=882e071610c0a8cd,ICT 경력사원,성남 분당구,,"서비스 개발 경험 - 데이터 분석 서비스 개발 관련 툴 활용 경험( Python, R, Java 등) 주요업무 스마트 팩토리 및 스마트 제품/서비스... Database, .NET, Java, Python 등 시스템(SW..."
https://kr.indeed.com/viewjob?jk=cb4eca654b2c2901,[TmaxEdu/R&D] 연구 개발자,성남 분당구,,"CSS, JavaScript, TypeScript [Server 개발(사용 언어)] - Java, Python, SQL [Framework(사용 언어)] - React.js, Spring [입사 지원 시 참고 사항..."
https://kr.indeed.com/viewjob?jk=7d205770c41f1c8b,현대백화점 데이터기획팀 데이터 분석/기획 경력,서울 삼성역,,"Tableau등 OLAP툴 활용 대시보드 구성 및 분석 결과 리포팅 수행 경험 - 중급 이상의 R, Python, SQL 역량 및 데이터 핸들링(추출/전처리(EDA)/요약 등) 역량 보유 - 클라우드(또는 온프..."
https://kr.indeed.com/viewjob?jk=0699e6dbb5a0ec38,Software Engineer,서울,,"skills with co-worker Good Programming Skills in C#, C, Python Embedded FW development Generate GUI (Graphic User..."
https://kr.indeed.com/viewjob?jk=3e96bc531d76390a,가우스랩스 Computer Vision & Image Processing Applied Scientist,서울특별시,,"실무 경험 보유. 생산적이고 건강한 조직 문화를 만들고자 하는 의지. 우대 영어 의사소통 능력. Python, C++ 등 프로그래밍 언어 및 PyTorch, Tensorflow 등 딥러닝 툴 전문 활용 가능. 영입..."
https://kr.indeed.com/viewjob?jk=045c3f7ac2bf61ab,"Lead Software Engineer, Machine Learning (English)",서울,,"machine learning. Experience coding in C++, C, or Python. Ability to speak and write in English fluently. Preferred..."
https://kr.indeed.com/viewjob?jk=b6f149c5d6b60323,"Analyst - Environmental, Social and Governance (12 months co...",서울,,"ESG) Experience and training in data analytics tools like Python, Alteryx, Tableau, Excel or other analytical platforms..."
https://kr.indeed.com/viewjob?jk=cd919aed133f6b4d,빅데이터분석 수시 채용,서울 을지로2가,,"대사항] - 빅데이터 분석 프로젝트 Leading 경력 - 보건의료 빅데이터 분석 경력 - SAS, R, Python 등 프로그래밍 가능자 - 머신러닝/딥러닝 활용 예측모형 개발 - 보건의료빅데이터(건강보험심사평가원, 국민..."
https://kr.indeed.com/viewjob?jk=b9e398dad2b59007,"[대기업] 딥러닝 (AI, 영상인식) 전문가 (석박사급)",서울,,공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=07ca8246e466046d,"인공지능(AI), 비전인식 신입/경력 정규직",창원 마산회원구,,"• C++ / C# / Python 중 1개이상 사용가능 • MFC / QT... 무기술: 시스템프로그래머, 응용프로그램개발기타: • C++ / C# / Python 중 1개이상 사용가능• MFC / QT / OPENCV / SQL..."
https://kr.indeed.com/viewjob?jk=72a2585ce058fa09,[대형증권사] IT퀀트 개발자,서울 강남구,,"로세스에 대한 이해학력사항: 대학교(4년)졸업 - 이공계 전공, C#, Python,JavaScript,SQL 사용 가능 우대 0 명 근무조건 고용형태... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=b574f1454ae36aab,Cross Border Ecommerce - Business Intelligence (Based in Seo...,서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=8431ae82f2f68208,Renewable Energy Analyst,서울,,"other solar energy modeling tools; Experience utilizing Python, R or Matlab (or similar) for statistical analysis and data..."
https://kr.indeed.com/viewjob?jk=340fa2d2204cf879,"Cloud AI Engineer, Professional Services",서울,,"Experience writing software in one or more languages... Python, Scala, R... similar. Experience building machine..."
https://kr.indeed.com/viewjob?jk=6f3fefc80bbb4648,인공지능 개발자 신입 피아스페이스(주),대구 달성군,"월급 3,000,000원","인공지능 모델의 배포, 모니터링, 유지보수필요역량 - 인공지능(머신러닝, 딥러닝)에 대한 기본적인 이해 - Python 및 numpy, openCV 활용 능력 - 딥러닝 프레임워크 (TensorFlow 또는 PyTorch..."
https://kr.indeed.com/viewjob?jk=65e372cb5a6e5e1f,Software Architect,경기도,,"10 plus years experience with EDA software RD Strong TCL, Python and C++ programming skills We’re doing work that matters..."
https://kr.indeed.com/viewjob?jk=f24743e609f4200b,운용전략/DataScience팀 퀀트운용역,대한민국,,관리 업무 3. 지원자격 - 관련 업무 경력 3~5년 보유자 선호 - 투자자산운용사 자격증 보유자 우대 - Python / VBA 코딩 skill 보유자 우대 4. 전형방법 - 1차 서류전형(서류심사 합격자에 한해 면접일정...
https://kr.indeed.com/viewjob?jk=3e9ed1202cddeb4d,DevSecOps,성남 분당구,,통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보보안|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=108b132346b45d3e,Product Application Engineer,서울,,customer problems Proficiency in debugging and working with Python/C++ Experience in QA and wants to grow... customer...
https://kr.indeed.com/viewjob?jk=cc5921c0abe52874,위험관리실 리스크관리 경력직,대한민국,,"Analyst 또는 채권 Credit 심사역 (3년 이상) 우대사항 - 영어 능통자 - IT 활용능력(VBA, Python) 우수자 - 금융 관련 자격증 보유자(CFA, FRM, 투자자산운용사 등) 2. 제출서류 입사지..."
https://kr.indeed.com/viewjob?jk=b6950e35673a5474,[SAPEON Korea] SDK 부문 개발자,성남 분당구,,인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷...
https://kr.indeed.com/viewjob?jk=615237794a40fe5e,"C#, Python 외 신입/경력 정규직",대전 대덕구,,있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC·ATL)|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=3c1c5dc51d08cf18,Web / Spring Framework 개발자,서울 금천구,,게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP|인터넷·IT·통신... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=e6d72616b4dd38f9,AI Framework Engineer,서울,,experience of deep learning frameworks Programming with Python or Shell script Experience in large-scale software projects...
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=e8004f38042e7d44,NAVER Cloud 사내 플랫폼 운영,성남 삼평동,,"Network관련 기초 지식을 보유하고 계신 분 - script ( Python, Html, javascript, Linux shell 중 1개이상... WEB/WAS, DB운영 경험 - Python, JAVA 중 하나의 프로그..."
https://kr.indeed.com/viewjob?jk=f8691758f74c5242,Support Engineer- Developer,서울,,"developing with Chatbot, Linux, Apache, Java, Node, Python, PHP, or Ruby - Knowledge and experiences of cloud services (Azure..."
https://kr.indeed.com/viewjob?jk=6d389529bece608b,자동차 전장 Security 분야 전문가,서울 강서구,,식에 대한 이해 - Linux 사용 경험 보유 (1년 이상) - Shell Scripting 제작 또는 Python Programming 경험 2. 우대사항 - SDL (Security Development Lifecycle...
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트 ART,서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=bf353e320cf24f99,소프트웨어 엔지니어,서울 서초구,,필요한 기능과 서비스를 구현해요. 이런 분을 찾고 있어요 Go / Python / Java 등 최소한 하나 이상의 언어에 능숙하신 분대규모 트래픽... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=bc85e8414a9a9033,"캠퍼스타운사업단 직원(일반행정,로봇·인공지능 개발) 수정(기간제 계약직)",서울 관악구,,"전문과정 운영 - 캠퍼스타운 사업단 관련 업무 등 우대사항 - 로봇공학 등 모집분야 관련 전공자 - ROS, Python, Scratch 3.0 등 프로그래밍 가능자 - 3D프린터 운용 가능자 급여* 최대 월 270만원 내외..."
https://kr.indeed.com/viewjob?jk=c5a2d1029018e4ba,Expat: Experimental Physicist Tuning and Monitoring,경기도 화성,,Experience in using office programs and Unix (Linux) Python and Jira experience is preferred. Deliberate and organized work...
https://kr.indeed.com/viewjob?jk=e29bd57c416ee579,인재 Pool 등록,대한민국,,"5년 이상 (IT기획, 프로젝트 PM/PL, 개발경력 등) - 자격 : 컴퓨터 언어 활용능력 보유 (JAVA, PYTHON) : 데이터베이스(RDBMS) 활용능력 보유 - 우대사항 : IT 예산(HW,SW,인건비) 수립 경험..."
https://kr.indeed.com/viewjob?jk=78d7329422e955ea,Applications Engineer (Monitoring Applications),서울,,"system, FPGA experience is a plus Text-Based Programming, C#, Python, etc.; Experiences... infrastructure, open source OS..."
https://kr.indeed.com/viewjob?jk=cd829f275871114e,[SNOW] 렌더링 엔진 개발자,서울,,"팩토링, 디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 - Image Processing 이해..."
https://kr.indeed.com/viewjob?jk=6cfffc13b8a012c3,Product Test Engineer,서울,,"Knowledge of Compute Language in either C++/C or VB, Python is preferred.. Good command of oral and written English. Good..."
https://kr.indeed.com/viewjob?jk=32b582209ad53166,Sr Technical Support Engineer,서울,,"roles Strong experience in software development in Java... Python. Experience in SQL, ArcGIS, or Oracle DBMS is desirable..."
https://kr.indeed.com/viewjob?jk=4d08d3e1f1815e21,현대백화점 H.Point팀 데이터 분석/기획 경력,서울 삼성역,,"적용 모델링 - OLAP툴, R, Python, SQL 등 활용 분석 수행 및 리포팅 - 학사 이상 학위 취득자 - OLAP툴 사용 경험(3년 이상) - R, Python, SQL 등 심화 분석툴 경험(2년..."
https://kr.indeed.com/viewjob?jk=c793a3ef3425f495,빅데이터 분석 기술인력 (정규직),서울 강남구,,"담당업무]데이터 분석 분야 ( Python, R, SAS 기반의 DATA... BIG DATA 프로젝트 경험자, PL/PM 경력자 우대, R 또는 Python 활용가능한 경력자전공계열: 전산학, 컴퓨터공학, 수학, 응용소프트웨어..."
https://kr.indeed.com/viewjob?jk=5fa942bd615ebd27,[TmaxAI/R&D] NLP(자연어음성)부문 서비스 프론트 & 백엔드 개발자,성남 분당구,,"개발 경험이 있으신 분 [음성, 자연어처리] - 관련 분야의 연구 경험 / 기본 지식 보유자 - 기본적인 Python 프로그래밍이 가능하신 분 우대사항 [프론트] - UX 기획 및 개발 유경험자 - react 개발 유경험자..."
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=ef62b0e22d2dd6a2,[kt ds]2021년 각 부문별 경력사원 수시,서울 서초구,,"W), C/C++,.NET Core, DB(Oracle, MySQL, PostgreSQL, PL/SQL), Python 등 인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터넷·IT·통신·모바일·게임>ERP..."
https://kr.indeed.com/viewjob?jk=ebd9b7e972f551fc,서버 개발자 Python(Django) Developer (신입/경력),서울 마포구,,유관직무 경력자 서버 개발자 Python(Django) Developer... 있습니다.■ 자격 요건 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=6d86e9f32d31c84f,Data 분야 경력,서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
https://kr.indeed.com/viewjob?jk=c79d93526636e256,"Senior Data Scientist (Machine Learning, 반도체산업)",서울,,"Project management experience Programming skills, e.g. Python, R, Java, C++ Comfortable reporting results to both technical..."
https://kr.indeed.com/viewjob?jk=2642a83874ea6bab,"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"연봉 30,000,000원 - 35,000,000원","인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=18b288e9021d899f,NAVER IDC 서버 운영/관리,춘천 동면,,"가상화 개념과 서버 OS(Linux, Windows)에 경험이 있으신 분 - Shell script나 Python 등 관련 지식을 보유하신 분 - 데이터센터(IDC) 이해와 운영에 관심이 있으신 분 - 교대근무가 가능하..."
https://kr.indeed.com/viewjob?jk=a0c7a150ee54bf18,Developer - Cloud Infrastructure,서울,,Your tasks will include developing a python based scalable job execution platform... development with Python Experience...
https://kr.indeed.com/viewjob?jk=292a04117f547509,Field Application Engineer (m/f),서울 용산구,,용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터... 트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=dbe3257e487e5814,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),서울,,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 또는 하나 이상의 언어에 능숙하신 분 Cache와 DB를 사용한 Restful API 개발 경험이 있으신분..."
https://kr.indeed.com/viewjob?jk=2b9e604e63e7e46d,[카카오커머스] 기술직군,성남 분당구,,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
https://kr.indeed.com/viewjob?jk=4240704581f26166,여행사업본부 1월 정기 수시채용,서울 을지로2가,,"ERP 시스템 운영 및 고도화 작업 •홈페이지 리뉴얼 개발 지원 [필요역량] •개발언어: java (필수), python (우대) •개발프레임워크: Spring Framework (필수), Django (우대) •DBMS..."
https://kr.indeed.com/viewjob?jk=bd7907d1248e436d,[AI/LAB] 머신러닝 리서치 엔지니어 (전문연구요원 가능),서울,,찾습니다 논문을 빠르고 정확하게 이해하고 구현할 수 있으신 분 최신 딥러닝 기술 동향을 파악하고 계신 분 Python 사용 능력이 능숙하신 분 ※ 참고사항 : 해당 직군은 상세 경력기술서 제출이 필수입니다. 이런 분은 더욱...
https://kr.indeed.com/viewjob?jk=79fb95da6dff4025,하반기 신입(채용 연계형 인턴) 수시채용,서울 마곡동,,"Python, R, 기타 코딩 능력 보유자 또는 통계 분석에 대한 기초 지식 보유자 중 1개 해당자 우대사항 · 통계 분석에 대한 기초 지식 보유자 · 기초 프로그래밍 코딩 구현 능력 보유자 ( Python or R..."
https://kr.indeed.com/viewjob?jk=19da3484bd7a72f1,Machine Learning R&D 연구원,서울 서초구,,"가능) ㆍ최신 딥러닝, 기계학습 이론에 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++, TensorRT 등 프로그래밍 실무... 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++..."
https://kr.indeed.com/viewjob?jk=5ea9ea023c6ccc03,"S/W 엔지니어, 데이터분석 신입/경력 정규직, 인턴",성남 분당구,,"케이션 제작 및 유지보수 업무- Python, Golang, QT 중 선택... 2. 시스템프로그래머- Python, Golang, QT 중 선택 가능3. 영상데이터 분석 및 모델링- python기반 영상데이터 분석 및 모델링..."
https://kr.indeed.com/viewjob?jk=1fd963b87d62d30a,한화시스템/방산 2021년 한화시스템 방산부문 신사업분야 경력사원,성남 분당구,,시스템개발자|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|전자·기계·기술·화학·연구개발>연구원·연구개발>전기·전자|전자·기계... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=9ad80a2efdc9c3dd,웹개발자 국내 메이저 식품대기업,서울 강남구,,"필요역량 및 지원자격 1) 필수 역량 - 웹 서비스 개발 경험 (PHP) - 프로그램 언어 활용 능력 ( Python, SQL 등) - 리눅스 서버에서 웹 서비스 개발 경험자 - JS, CSS 기초 지식 보유 2) 우대..."
https://kr.indeed.com/viewjob?jk=44f16e94e3e6b589,"Staff Software Engineer, Maps & Navigation, Seoul, Korea",서울,,"industry Fluency in English Proficient in one of C++, Python Experience writing and shipping customer-facing code High..."
https://kr.indeed.com/viewjob?jk=77f04d25d1e4bc3c,Cross Border Ecommerce - Business Intelligence,서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=ad9c760fdec88af5,품질 신입 채용,서울 한강로2가,,전면허 및 운전가능자 우대요건 - 산업공학과(통계 활용 능력) - 품질경영기사 자격증 보유자 - 파이썬( Python) 활용 가능자 - 엑셀 및 PPT 활용 능력 우수자 장항 전형절차 STEP.01 서류심사 - STEP...
https://kr.indeed.com/viewjob?jk=9d966c68f91065ee,KAIST 휴머노이드로봇연구센터 위촉연구원 모집 공고,대전 유성구,,"개발자 (Robot Software Engineer) 1. 로봇 경로 계획 알고리즘 개발 2. Linux, Python/C++ 프로그래밍 개발 3. 로봇 학습 기반 제어 알고리즘 개발 ※ 자세한 직무수행 내용은 직무기술서..."
https://kr.indeed.com/viewjob?jk=fb8f5764cdbe3c39,"Customer Solutions Engineer, Global Client and Agency Soluti...",서울,,"general purpose programming language (e.g., Java, C/C++, Python). Ability to speak and write in English and Korean fluently..."
